r1_domain,r2_domain,r1_h_index,r2_h_index,r1_publications,r2_publications,r1_years_experience,r2_years_experience,r1_institution,r2_institution,r1_country,r2_country,r1_citations,r2_citations,r1_grants,r2_grants,shared_keywords,same_domain,same_institution_type,same_country,h_index_diff,experience_diff,total_grants,avg_publications,compatibility_score,compatible
Cloud Computing,Robotics,12,13,30,22,18,18,Research Institute,Research Institute,UK,USA,660,418,1,3,1,0,1,0,1,0,4,26.0,56,1
Cybersecurity,Bioinformatics,10,2,50,19,1,1,Central University,NIT,Canada,USA,400,304,7,5,1,0,0,0,8,0,12,34.5,41,0
Machine Learning,Quantum Computing,14,7,41,17,21,4,Research Institute,IIT,Germany,USA,820,204,5,9,1,0,0,0,7,17,14,29.0,37,0
Quantum Computing,Robotics,13,18,24,37,26,9,Central University,Research Institute,Australia,India,336,333,7,1,1,0,0,0,5,17,8,30.5,48,0
IoT,Computer Vision,6,11,21,37,21,24,NIT,NIT,UK,UK,315,407,0,4,1,0,1,1,5,3,4,29.0,54,0
Data Science,Computer Vision,13,4,31,33,19,5,NIT,Central University,Canada,Germany,558,231,5,5,0,0,0,0,9,14,10,32.0,31,0
Machine Learning,Robotics,7,18,25,28,10,7,Central University,IIT,USA,UK,150,252,6,6,0,0,0,0,11,3,12,26.5,44,0
Bioinformatics,Machine Learning,8,11,32,21,15,10,IIT,IIT,Canada,Germany,448,168,4,2,0,0,1,0,3,5,6,26.5,61,1
IoT,Cybersecurity,13,3,24,10,13,27,Private University,Private University,USA,Germany,552,110,9,3,1,0,1,0,10,14,12,17.0,24,0
Data Science,Computer Vision,10,10,42,22,14,26,Research Institute,Private University,Germany,Australia,798,154,2,2,1,0,0,0,0,12,4,32.0,38,0
Robotics,Computer Vision,10,12,47,33,21,12,NIT,IIT,Germany,UK,1128,693,3,9,1,0,0,0,2,9,12,40.0,63,1
Machine Learning,Computer Vision,10,10,26,23,13,10,Central University,IIT,UK,UK,572,506,4,4,1,0,0,1,0,3,8,24.5,88,1
NLP,Computer Vision,6,6,17,33,16,16,Private University,Research Institute,USA,India,136,495,2,4,0,0,0,0,0,0,6,25.0,47,0
Data Science,IoT,4,11,31,39,13,3,Research Institute,IIT,Australia,Germany,403,312,6,5,1,0,0,0,7,10,11,35.0,58,1
NLP,NLP,10,15,19,29,12,7,Research Institute,IIT,Germany,India,247,203,1,7,6,1,0,0,5,5,8,24.0,86,1
Data Science,Cybersecurity,4,8,18,22,18,9,NIT,Research Institute,USA,Canada,216,528,6,8,1,0,0,0,4,9,14,20.0,57,1
Cloud Computing,Bioinformatics,7,7,26,25,17,6,Central University,Central University,Canada,USA,338,125,3,8,0,0,1,0,0,11,11,25.5,42,0
Computer Vision,Quantum Computing,7,12,23,20,10,24,IIT,Research Institute,Germany,Germany,161,360,6,1,1,0,0,1,5,14,7,21.5,49,0
NLP,Machine Learning,10,8,32,38,10,19,IIT,Private University,UK,India,256,836,9,9,1,0,0,0,2,9,18,35.0,80,1
Bioinformatics,Robotics,13,6,24,36,4,15,Research Institute,IIT,Germany,India,432,648,0,3,1,0,0,0,7,11,3,30.0,36,0
Robotics,Bioinformatics,12,9,35,36,25,15,NIT,IIT,Canada,Germany,770,360,6,4,1,0,0,0,3,10,10,35.5,51,0
Computer Vision,IoT,2,12,27,40,1,8,Central University,Private University,Germany,Canada,351,440,5,7,0,0,0,0,10,7,12,33.5,49,0
Bioinformatics,Cloud Computing,12,11,49,47,23,22,IIT,Private University,Canada,USA,735,423,0,7,0,0,0,0,1,1,7,48.0,65,1
Data Science,NLP,3,12,15,39,16,26,Private University,Private University,UK,India,240,507,7,9,1,0,1,0,9,10,16,27.0,35,0
Bioinformatics,Bioinformatics,4,10,19,35,6,23,Private University,NIT,Germany,UK,133,735,9,5,6,1,0,0,6,17,14,27.0,61,1
Quantum Computing,Computer Vision,13,12,29,58,17,15,IIT,IIT,USA,Canada,348,290,0,8,1,0,1,0,1,2,8,43.5,53,0
Data Science,Quantum Computing,6,8,21,20,7,18,Research Institute,NIT,Germany,Australia,420,120,0,8,0,0,0,0,2,11,8,20.5,58,1
Machine Learning,Cybersecurity,3,4,16,29,26,6,Private University,Research Institute,Australia,Canada,224,406,6,1,1,0,0,0,1,20,7,22.5,50,0
IoT,IoT,17,4,29,20,14,23,Research Institute,Central University,USA,India,261,460,1,3,6,1,0,0,13,9,4,24.5,63,1
Cybersecurity,Quantum Computing,9,2,32,16,15,28,IIT,Research Institute,Australia,Australia,576,336,6,0,1,0,0,1,7,13,6,24.0,57,1
Quantum Computing,IoT,3,16,18,41,18,4,NIT,NIT,India,USA,162,861,2,7,1,0,1,0,13,14,9,29.5,18,0
Robotics,Machine Learning,7,6,25,29,21,27,NIT,Private University,USA,India,450,609,9,1,0,0,0,0,1,6,10,27.0,50,0
Cybersecurity,NLP,15,10,27,18,17,8,NIT,Research Institute,Canada,UK,432,126,0,6,1,0,0,0,5,9,6,22.5,63,1
Data Science,Cybersecurity,14,2,31,23,2,21,IIT,Research Institute,India,Germany,527,506,5,7,0,0,0,0,12,19,12,27.0,36,0
Cloud Computing,Cloud Computing,3,14,19,30,3,1,Central University,Private University,UK,India,361,180,6,9,6,1,0,0,11,2,15,24.5,76,1
Quantum Computing,Cybersecurity,3,18,17,31,17,28,Research Institute,IIT,Australia,Germany,374,496,3,8,0,0,0,0,15,11,11,24.0,35,0
NLP,Quantum Computing,6,6,14,26,4,22,NIT,Research Institute,Australia,India,294,624,1,5,0,0,0,0,0,18,6,20.0,54,0
Computer Vision,Bioinformatics,9,18,38,27,13,6,Research Institute,Research Institute,India,UK,874,324,6,1,0,0,1,0,9,7,7,32.5,42,0
Cybersecurity,IoT,12,9,27,33,24,4,Central University,Research Institute,Germany,Australia,162,528,7,3,0,0,0,0,3,20,10,30.0,59,1
IoT,Bioinformatics,4,7,21,26,8,4,IIT,Private University,USA,USA,189,572,3,6,0,0,0,1,3,4,9,23.5,65,1
Quantum Computing,Cybersecurity,18,5,77,25,22,12,Research Institute,IIT,Canada,Germany,1540,575,2,5,0,0,0,0,13,10,7,51.0,48,0
Data Science,IoT,16,2,34,15,2,18,NIT,Central University,India,UK,782,165,8,9,0,0,0,0,14,16,17,24.5,29,0
Machine Learning,Bioinformatics,6,4,11,35,17,25,Central University,Central University,UK,Germany,121,455,5,1,0,0,1,0,2,8,6,23.0,60,1
Computer Vision,Bioinformatics,8,10,22,19,20,10,NIT,Private University,USA,UK,506,380,6,4,1,0,0,0,2,10,10,20.5,63,1
Bioinformatics,Computer Vision,9,13,41,22,20,15,Private University,NIT,Australia,Germany,861,308,5,2,0,0,0,0,4,5,7,31.5,52,0
Robotics,IoT,9,25,23,30,18,27,Private University,Research Institute,Canada,UK,391,210,0,5,1,0,0,0,16,9,5,26.5,64,1
Machine Learning,Computer Vision,9,2,20,8,7,9,Research Institute,Central University,USA,Canada,320,192,9,9,0,0,0,0,7,2,18,14.0,67,1
Cloud Computing,Cloud Computing,7,11,23,29,12,11,Private University,Research Institute,USA,India,322,435,1,0,6,1,0,0,4,1,1,26.0,61,1
NLP,Machine Learning,8,9,30,39,12,19,NIT,NIT,USA,India,270,351,8,9,0,0,1,0,1,7,17,34.5,68,1
IoT,Robotics,6,7,52,43,1,1,IIT,Central University,UK,UK,1040,516,9,4,1,0,0,1,1,0,13,47.5,89,1
IoT,Computer Vision,7,4,26,19,13,11,Research Institute,IIT,Germany,USA,416,133,5,5,1,0,0,0,3,2,10,22.5,51,0
Data Science,IoT,8,6,15,12,16,1,Private University,NIT,Australia,Germany,315,204,4,5,0,0,0,0,2,15,9,13.5,51,0
Quantum Computing,Data Science,30,7,63,29,26,24,Research Institute,NIT,UK,UK,315,174,8,2,0,0,0,1,23,2,10,46.0,53,0
Computer Vision,Cybersecurity,12,3,26,20,6,26,Central University,IIT,India,USA,338,240,8,1,1,0,0,0,9,20,9,23.0,25,0
Quantum Computing,Robotics,14,5,42,17,25,24,NIT,NIT,USA,UK,294,391,4,6,0,0,1,0,9,1,10,29.5,34,0
Cybersecurity,Machine Learning,7,2,20,20,4,3,Research Institute,Private University,India,USA,200,300,4,2,1,0,0,0,5,1,6,20.0,31,0
NLP,Robotics,14,12,37,30,10,21,Research Institute,Central University,India,Australia,740,480,5,6,0,0,0,0,2,11,11,33.5,46,0
Bioinformatics,Cybersecurity,9,24,33,64,10,6,Central University,Central University,Germany,Germany,759,1024,8,8,1,0,1,1,15,4,16,48.5,55,1
Bioinformatics,Bioinformatics,4,3,28,15,15,4,NIT,Research Institute,Germany,Australia,364,255,6,1,6,1,0,0,1,11,7,21.5,84,1
Cybersecurity,Machine Learning,5,10,12,34,10,4,Research Institute,Research Institute,India,Canada,156,272,5,8,1,0,1,0,5,6,13,23.0,45,0
Data Science,Quantum Computing,11,13,42,42,26,2,Research Institute,Research Institute,Canada,UK,630,504,3,6,0,0,1,0,2,24,9,42.0,53,0
Bioinformatics,Computer Vision,13,7,20,22,9,8,IIT,Central University,Germany,UK,340,154,8,6,1,0,0,0,6,1,14,21.0,49,0
Data Science,Bioinformatics,8,4,49,20,25,16,Central University,NIT,UK,USA,1127,480,2,8,0,0,0,0,4,9,10,34.5,60,1
Cloud Computing,Quantum Computing,12,13,24,23,11,17,NIT,Private University,India,Canada,288,552,9,4,0,0,0,0,1,6,13,23.5,64,1
Data Science,Machine Learning,9,20,25,33,17,21,NIT,Private University,Canada,UK,200,429,2,6,0,0,0,0,11,4,8,29.0,67,1
Bioinformatics,Cybersecurity,9,6,35,30,13,13,Private University,IIT,Germany,Australia,455,360,6,5,0,0,0,0,3,0,11,32.5,50,0
Quantum Computing,Robotics,2,8,21,24,12,6,NIT,Research Institute,UK,Canada,210,504,4,8,0,0,0,0,6,6,12,22.5,62,1
IoT,Bioinformatics,15,8,26,38,20,9,Central University,NIT,Australia,Canada,546,874,3,6,0,0,0,0,7,11,9,32.0,48,0
Cloud Computing,Computer Vision,4,20,43,26,12,26,NIT,Private University,UK,USA,774,260,1,5,0,0,0,0,16,14,6,34.5,35,0
Bioinformatics,Data Science,13,16,29,27,16,14,Research Institute,IIT,USA,USA,174,405,9,7,1,0,0,1,3,2,16,28.0,88,1
Data Science,Bioinformatics,4,6,16,12,8,6,NIT,Private University,Canada,UK,208,84,1,6,1,0,0,0,2,2,7,14.0,70,1
Data Science,Bioinformatics,10,16,48,25,13,1,Central University,Private University,Australia,India,1152,425,3,1,0,0,0,0,6,12,4,36.5,41,0
IoT,Quantum Computing,8,4,37,19,19,20,IIT,Research Institute,Canada,Australia,481,418,4,8,0,0,0,0,4,1,12,28.0,43,0
Computer Vision,Cloud Computing,16,5,36,24,7,15,Private University,IIT,USA,Canada,756,216,5,4,1,0,0,0,11,8,9,30.0,56,1
Cybersecurity,Cybersecurity,3,7,38,14,15,22,Research Institute,IIT,UK,USA,570,308,0,5,6,1,0,0,4,7,5,26.0,86,1
NLP,Cybersecurity,8,16,28,41,20,17,NIT,Research Institute,UK,Germany,672,738,9,1,1,0,0,0,8,3,10,34.5,44,0
NLP,NLP,11,13,20,27,22,7,Central University,IIT,Canada,Germany,220,621,8,3,6,1,0,0,2,15,11,23.5,77,1
Data Science,Machine Learning,6,8,30,17,22,24,NIT,IIT,UK,Germany,630,238,0,1,1,0,0,0,2,2,1,23.5,68,1
Bioinformatics,Quantum Computing,6,8,23,29,19,9,NIT,NIT,USA,Germany,253,290,1,1,1,0,1,0,2,10,2,26.0,53,0
Computer Vision,Cybersecurity,6,12,25,40,18,2,NIT,Private University,Australia,Germany,450,480,9,0,0,0,0,0,6,16,9,32.5,30,0
Cybersecurity,Machine Learning,9,7,37,41,11,17,Private University,IIT,Germany,Australia,814,369,8,3,0,0,0,0,2,6,11,39.0,59,1
Robotics,Data Science,8,6,28,33,28,20,Central University,Research Institute,India,USA,308,660,8,0,0,0,0,0,2,8,8,30.5,63,1
Machine Learning,Robotics,5,13,17,62,17,22,IIT,NIT,Canada,Canada,85,558,4,4,0,0,0,1,8,5,8,39.5,53,0
Data Science,Computer Vision,6,4,33,21,20,11,Central University,Private University,USA,Australia,561,294,9,9,1,0,0,0,2,9,18,27.0,63,1
Quantum Computing,Computer Vision,2,17,13,31,29,7,Central University,IIT,USA,UK,117,558,7,4,0,0,0,0,15,22,11,22.0,32,0
Bioinformatics,Cloud Computing,4,12,23,25,12,3,Private University,Research Institute,Canada,Australia,529,225,5,5,0,0,0,0,8,9,10,24.0,47,0
Data Science,NLP,15,5,38,24,10,27,Private University,Central University,Canada,Germany,228,408,3,8,1,0,0,0,10,17,11,31.0,40,0
Data Science,Cybersecurity,22,5,38,26,14,2,NIT,IIT,USA,USA,760,312,8,0,1,0,0,1,17,12,8,32.0,48,0
Robotics,Machine Learning,13,10,40,27,14,5,NIT,Research Institute,USA,Australia,880,567,8,5,1,0,0,0,3,9,13,33.5,58,1
NLP,Machine Learning,5,9,28,29,25,26,IIT,Private University,UK,Canada,588,638,9,0,0,0,0,0,4,1,9,28.5,66,1
Bioinformatics,Machine Learning,19,13,31,51,3,20,Research Institute,Research Institute,Australia,India,310,357,3,2,0,0,1,0,6,17,5,41.0,28,0
Computer Vision,Computer Vision,2,14,13,20,2,18,IIT,Private University,India,Germany,299,460,5,6,6,1,0,0,12,16,11,16.5,65,1
Cybersecurity,Bioinformatics,10,11,42,35,6,23,IIT,Private University,Australia,Canada,336,525,4,7,0,0,0,0,1,17,11,38.5,62,1
NLP,Machine Learning,10,9,23,21,12,10,NIT,Central University,Canada,Germany,414,105,1,5,0,0,0,0,1,2,6,22.0,83,1
Computer Vision,Quantum Computing,12,21,19,40,2,2,Research Institute,Research Institute,UK,Canada,190,280,9,1,0,0,1,0,9,0,10,29.5,29,0
NLP,Cloud Computing,8,3,29,39,25,4,Private University,Research Institute,India,India,435,234,2,1,0,0,0,1,5,21,3,34.0,53,0
Bioinformatics,IoT,5,7,15,38,6,14,IIT,NIT,India,Australia,210,912,5,3,1,0,0,0,2,8,8,26.5,63,1
Robotics,Robotics,13,20,39,50,29,9,Central University,Central University,Australia,Canada,468,950,7,3,6,1,1,0,7,20,10,44.5,68,1
Cybersecurity,Machine Learning,17,13,43,35,7,11,Central University,Research Institute,USA,Germany,430,665,2,9,0,0,0,0,4,4,11,39.0,42,0
Robotics,Robotics,35,7,58,30,7,15,Private University,IIT,UK,India,812,660,4,6,6,1,0,0,28,8,10,44.0,65,1
Computer Vision,IoT,10,4,13,21,1,19,IIT,NIT,Australia,India,247,357,8,9,1,0,0,0,6,18,17,17.0,36,0
Cloud Computing,Computer Vision,22,12,41,35,20,2,IIT,Central University,Canada,Canada,656,385,5,8,0,0,0,1,10,18,13,38.0,43,0
Robotics,Bioinformatics,10,11,23,35,13,24,Private University,Private University,UK,India,115,735,4,6,0,0,1,0,1,11,10,29.0,40,0
Computer Vision,Bioinformatics,9,7,28,29,21,26,NIT,Central University,India,Canada,280,174,1,3,1,0,0,0,2,5,4,28.5,48,0
Data Science,Computer Vision,7,12,19,24,3,2,Private University,IIT,Canada,India,323,552,7,6,1,0,0,0,5,1,13,21.5,51,0
Machine Learning,NLP,18,2,33,22,20,29,NIT,Central University,Canada,UK,594,154,7,2,1,0,0,0,16,9,9,27.5,61,1
IoT,Computer Vision,8,9,44,35,12,4,Research Institute,Central University,UK,UK,704,665,7,2,0,0,0,1,1,8,9,39.5,78,1
NLP,Cybersecurity,7,8,37,32,22,26,IIT,Private University,Germany,UK,222,448,7,6,1,0,0,0,1,4,13,34.5,55,1
Cybersecurity,NLP,7,11,49,24,7,15,Private University,IIT,Germany,USA,637,216,4,1,0,0,0,0,4,8,5,36.5,43,0
Machine Learning,Cybersecurity,4,5,30,24,10,26,NIT,Research Institute,India,Germany,360,456,5,0,1,0,0,0,1,16,5,27.0,51,0
Quantum Computing,Quantum Computing,10,14,30,23,22,26,Private University,Private University,USA,UK,600,368,8,3,6,1,1,0,4,4,11,26.5,77,1
Quantum Computing,NLP,14,6,39,40,18,14,IIT,Private University,Canada,Germany,741,360,1,5,0,0,0,0,8,4,6,39.5,47,0
Computer Vision,Machine Learning,13,8,27,29,16,23,Private University,IIT,Germany,UK,594,290,7,7,0,0,0,0,5,7,14,28.0,67,1
Data Science,Cloud Computing,4,8,40,22,29,3,IIT,Research Institute,Canada,Canada,680,220,2,2,1,0,0,1,4,26,4,31.0,39,0
Quantum Computing,Data Science,3,4,31,13,6,15,NIT,Research Institute,Canada,Australia,465,169,4,4,0,0,0,0,1,9,8,22.0,61,1
Quantum Computing,Robotics,10,2,27,26,25,12,IIT,Private University,Germany,UK,324,442,4,4,1,0,0,0,8,13,8,26.5,37,0
Cybersecurity,Quantum Computing,6,11,20,23,16,26,NIT,IIT,Australia,India,340,253,6,3,1,0,0,0,5,10,9,21.5,57,1
NLP,IoT,21,4,35,21,8,4,Research Institute,NIT,Germany,India,525,378,1,3,1,0,0,0,17,4,4,28.0,34,0
IoT,Data Science,11,11,23,43,5,17,Central University,Central University,USA,India,460,516,7,1,0,0,1,0,0,12,8,33.0,52,0
Cloud Computing,Cybersecurity,5,5,27,28,6,27,NIT,Private University,Australia,USA,189,616,0,9,1,0,0,0,0,21,9,27.5,67,1
Computer Vision,Quantum Computing,21,10,40,26,27,15,Private University,Private University,Germany,India,280,598,8,7,1,0,1,0,11,12,15,33.0,31,0
IoT,Computer Vision,8,6,26,42,11,26,Private University,Private University,UK,Canada,182,504,2,1,1,0,1,0,2,15,3,34.0,40,0
Machine Learning,Cybersecurity,8,3,21,20,14,17,IIT,IIT,Germany,Australia,378,280,2,1,1,0,1,0,5,3,3,20.5,48,0
Cloud Computing,Quantum Computing,5,11,37,22,2,20,IIT,Research Institute,India,Canada,851,418,4,9,0,0,0,0,6,18,13,29.5,49,0
Bioinformatics,Robotics,15,11,32,39,9,9,Research Institute,Private University,Australia,UK,320,936,3,9,1,0,0,0,4,0,12,35.5,43,0
Data Science,IoT,6,14,27,26,3,6,IIT,Central University,USA,Australia,432,156,4,6,1,0,0,0,8,3,10,26.5,37,0
Quantum Computing,Data Science,20,8,46,30,28,15,Research Institute,Private University,Germany,India,1104,180,8,3,1,0,0,0,12,13,11,38.0,26,0
Computer Vision,Data Science,13,11,55,21,24,8,NIT,Central University,India,Canada,385,378,1,3,1,0,0,0,2,16,4,38.0,54,0
Bioinformatics,Data Science,8,10,16,33,7,6,Research Institute,IIT,Australia,India,208,660,9,9,1,0,0,0,2,1,18,24.5,62,1
NLP,Cybersecurity,10,5,25,35,24,28,Private University,IIT,USA,UK,425,665,0,4,0,0,0,0,5,4,4,30.0,43,0
Quantum Computing,Computer Vision,3,10,13,44,29,1,NIT,Private University,USA,USA,286,968,4,5,1,0,0,1,7,28,9,28.5,40,0
IoT,Data Science,15,4,34,13,22,6,NIT,IIT,Canada,Germany,170,299,9,3,1,0,0,0,11,16,12,23.5,24,0
Machine Learning,IoT,5,5,20,38,4,24,Research Institute,Private University,India,Canada,340,722,1,0,0,0,0,0,0,20,1,29.0,41,0
Quantum Computing,IoT,6,19,36,44,12,10,Research Institute,IIT,USA,Australia,792,836,6,0,1,0,0,0,13,2,6,40.0,54,0
Machine Learning,Quantum Computing,6,12,25,40,7,18,Research Institute,Private University,Germany,Australia,275,960,8,7,1,0,0,0,6,11,15,32.5,44,0
NLP,NLP,4,8,13,25,6,26,Research Institute,IIT,USA,Germany,104,275,9,0,6,1,0,0,4,20,9,19.0,61,1
Quantum Computing,Cloud Computing,3,14,27,47,26,29,Research Institute,Private University,UK,Germany,297,376,6,7,1,0,0,0,11,3,13,37.0,44,0
Quantum Computing,Cybersecurity,7,7,13,22,11,8,NIT,Central University,UK,UK,286,286,9,1,0,0,0,1,0,3,10,17.5,67,1
IoT,Cybersecurity,10,10,36,30,21,22,NIT,Research Institute,USA,Canada,252,330,5,5,1,0,0,0,0,1,10,33.0,67,1
Cloud Computing,Cloud Computing,4,8,33,44,24,18,Central University,Central University,Canada,Canada,363,528,9,9,6,1,1,1,4,6,18,38.5,85,1
Cloud Computing,Robotics,11,15,37,33,1,7,NIT,Research Institute,USA,Canada,444,363,5,9,1,0,0,0,4,6,14,35.0,62,1
Bioinformatics,NLP,6,11,36,30,2,15,Central University,NIT,Canada,Australia,288,480,4,4,1,0,0,0,5,13,8,33.0,43,0
Cloud Computing,Computer Vision,15,3,25,10,14,3,Central University,Central University,Canada,Australia,525,60,8,7,0,0,1,0,12,11,15,17.5,18,0
IoT,Cybersecurity,8,7,28,27,27,5,Research Institute,Research Institute,Australia,UK,280,540,9,4,1,0,1,0,1,22,13,27.5,59,1
Cybersecurity,Computer Vision,5,5,15,23,11,2,IIT,IIT,Australia,Germany,240,391,2,3,1,0,1,0,0,9,5,19.0,40,0
NLP,Machine Learning,15,13,36,22,16,5,IIT,NIT,Canada,UK,540,176,8,9,1,0,0,0,2,11,17,29.0,62,1
NLP,Bioinformatics,10,12,41,33,7,20,Central University,NIT,Canada,India,984,561,4,2,0,0,0,0,2,13,6,37.0,40,0
Bioinformatics,Machine Learning,10,10,34,14,21,6,NIT,Central University,Australia,Germany,170,84,0,8,1,0,0,0,0,15,8,24.0,52,0
Computer Vision,Cloud Computing,10,18,37,37,18,19,Research Institute,NIT,Canada,Canada,703,444,0,9,1,0,0,1,8,1,9,37.0,41,0
Cloud Computing,Cloud Computing,4,10,18,25,28,12,Private University,Central University,USA,Canada,288,325,8,0,6,1,0,0,6,16,8,21.5,68,1
Machine Learning,Cybersecurity,15,6,32,16,26,4,Private University,Central University,Germany,Australia,256,160,0,2,0,0,0,0,9,22,2,24.0,20,0
Machine Learning,Bioinformatics,15,16,27,29,23,20,IIT,NIT,Canada,Australia,162,290,7,3,1,0,0,0,1,3,10,28.0,67,1
IoT,Data Science,5,12,14,34,7,13,NIT,Research Institute,Canada,Australia,308,408,9,7,1,0,0,0,7,6,16,24.0,61,1
Quantum Computing,Robotics,10,8,35,32,20,20,NIT,Central University,Canada,Germany,665,608,2,1,0,0,0,0,2,0,3,33.5,47,0
NLP,NLP,17,7,38,28,1,2,IIT,Research Institute,USA,India,228,672,0,2,6,1,0,0,10,1,2,33.0,56,1
Cybersecurity,Bioinformatics,6,4,24,22,1,20,IIT,Research Institute,Germany,UK,456,176,0,0,1,0,0,0,2,19,0,23.0,39,0
NLP,Bioinformatics,20,7,31,15,23,7,NIT,IIT,Australia,UK,403,225,0,7,0,0,0,0,13,16,7,23.0,36,0
IoT,NLP,5,1,24,13,19,21,NIT,Central University,India,Australia,384,195,3,4,1,0,0,0,4,2,7,18.5,52,0
Machine Learning,Bioinformatics,10,2,31,16,4,18,Research Institute,Private University,Canada,Australia,527,112,9,8,0,0,0,0,8,14,17,23.5,33,0
Cloud Computing,Data Science,2,12,13,27,13,8,Central University,Research Institute,India,USA,182,459,9,7,0,0,0,0,10,5,16,20.0,44,0
NLP,Cloud Computing,6,6,33,32,2,24,Research Institute,NIT,India,Germany,528,512,4,7,0,0,0,0,0,22,11,32.5,49,0
Cloud Computing,Computer Vision,13,8,23,38,19,9,Research Institute,Central University,Germany,USA,345,456,0,3,0,0,0,0,5,10,3,30.5,42,0
Robotics,Data Science,3,11,9,37,9,6,Central University,Central University,UK,USA,99,407,3,1,1,0,1,0,8,3,4,23.0,46,0
Quantum Computing,Cloud Computing,8,8,24,37,25,22,Research Institute,IIT,Germany,India,312,703,9,9,1,0,0,0,0,3,18,30.5,65,1
Data Science,Quantum Computing,11,18,20,31,26,11,Private University,Research Institute,USA,USA,120,217,5,1,0,0,0,1,7,15,6,25.5,40,0
Machine Learning,Computer Vision,8,19,29,32,16,7,Central University,Private University,Germany,UK,464,480,2,2,1,0,0,0,11,9,4,30.5,52,0
Cloud Computing,Cloud Computing,6,5,20,38,7,26,Central University,Central University,India,Australia,280,380,3,5,6,1,1,0,1,19,8,29.0,69,1
Cloud Computing,Machine Learning,9,7,25,22,11,22,Private University,Central University,Germany,Canada,400,506,2,6,0,0,0,0,2,11,8,23.5,48,0
Robotics,Computer Vision,13,10,29,42,9,24,Central University,IIT,Australia,USA,493,252,7,2,0,0,0,0,3,15,9,35.5,63,1
Cloud Computing,Computer Vision,24,7,31,28,6,25,Research Institute,NIT,India,Canada,310,420,2,9,0,0,0,0,17,19,11,29.5,25,0
Robotics,Robotics,15,7,27,29,14,21,Private University,Research Institute,India,Canada,324,406,1,0,6,1,0,0,8,7,1,28.0,66,1
Cybersecurity,NLP,12,10,36,23,10,1,IIT,IIT,Canada,Germany,432,529,9,6,1,0,1,0,2,9,15,29.5,62,1
Data Science,Computer Vision,16,23,31,39,4,10,IIT,IIT,India,USA,434,663,1,0,1,0,1,0,7,6,1,35.0,27,0
Bioinformatics,Quantum Computing,5,25,14,40,21,21,Research Institute,NIT,India,UK,70,440,2,6,0,0,0,0,20,0,8,27.0,33,0
Cybersecurity,Cybersecurity,6,4,19,38,15,12,Private University,Private University,Germany,UK,418,684,5,3,6,1,1,0,2,3,8,28.5,90,1
Machine Learning,Computer Vision,3,19,24,48,6,12,Private University,Research Institute,Canada,India,264,1104,7,9,0,0,0,0,16,6,16,36.0,47,0
Quantum Computing,Quantum Computing,10,7,34,27,26,9,IIT,IIT,Canada,Canada,306,243,0,6,6,1,1,1,3,17,6,30.5,80,1
Computer Vision,Computer Vision,12,13,19,22,5,21,Central University,Central University,Australia,Canada,171,264,9,0,6,1,1,0,1,16,9,20.5,82,1
Bioinformatics,Bioinformatics,9,10,29,22,7,15,Research Institute,Private University,India,Germany,203,110,2,8,6,1,0,0,1,8,10,25.5,94,1
Cybersecurity,NLP,23,3,41,18,16,19,IIT,Research Institute,Germany,USA,492,144,0,4,1,0,0,0,20,3,4,29.5,37,0
NLP,Bioinformatics,14,10,35,31,8,29,Private University,NIT,Australia,UK,280,310,9,0,0,0,0,0,4,21,9,33.0,41,0
Data Science,Cloud Computing,6,9,24,33,7,12,IIT,NIT,Australia,India,408,528,0,0,0,0,0,0,3,5,0,28.5,54,0
Machine Learning,Quantum Computing,2,7,22,34,1,9,IIT,Private University,Australia,Australia,308,816,1,5,1,0,0,1,5,8,6,28.0,63,1
Cloud Computing,Robotics,22,14,58,21,19,10,IIT,Central University,UK,USA,348,210,2,8,1,0,0,0,8,9,10,39.5,50,0
Cybersecurity,NLP,6,8,14,18,3,6,Research Institute,NIT,USA,USA,266,288,0,1,0,0,0,1,2,3,1,16.0,64,1
Quantum Computing,Computer Vision,4,5,43,35,22,3,Central University,NIT,USA,Canada,602,490,6,4,0,0,0,0,1,19,10,39.0,59,1
Quantum Computing,IoT,4,7,21,34,23,2,IIT,Research Institute,Australia,India,462,374,4,2,0,0,0,0,3,21,6,27.5,52,0
Bioinformatics,Computer Vision,11,4,21,21,27,2,IIT,NIT,UK,Canada,462,231,7,3,1,0,0,0,7,25,10,21.0,53,0
